14297758,1.062851407231355273407852277
14297780,1.062852976423388958021088110
14297802,1.062852976423388958021088110
14297824,1.062852976423388958021088110
14297846,1.062852976423388958021088110
14297868,1.062852976423388958021088110
14297890,1.062853044578885920628353984
14297912,1.062853044578885920628353984
14297934,1.062863458550096126519491604
14297956,1.062863500036682353978993668
14297978,1.062863500036682353978993668
14298000,1.062863500036682353978993668
14298022,1.062863500036682353978993668
14298044,1.062863500036682353978993668
14298066,1.062863500036682353978993668
14298088,1.062863548635643016844272132
14298110,1.062863548635643016844272132
14298132,1.062863548635643016844272132
14298154,1.062867447461948977670011868
14298176,1.062856010794027266387439854
14298198,1.062856010794027266387439854
14298220,1.062856010794027266387439854
14298242,1.062856010794027266387439854
14298264,1.062853079033992350099733201
14298286,1.062853079033992350099733201
14298308,1.062853230668489380482709551
14298330,1.062853230668489380482709551
14298352,1.062853230668489380482709551
14298374,1.062853230668489380482709551
14298396,1.062853230668489380482709551
14298418,1.062853230668489380482709551
14298440,1.062853299386410706119039464
14298462,1.062853299386410706119039464
14298484,1.062853299386410706119039464
14298506,1.062853299386410706119039464
14298528,1.062853423210232028394958878
14298550,1.062853423210232028394958878
14298572,1.062836004198939631431876369
14298594,1.062836039078678881770374695
14298616,1.062836039078678881770374695
14298638,1.062836079224949226442551320
14298660,1.062836079224949226442551320
14298682,1.062836079224949226442551320
14298704,1.062836079224949226442551320
14298726,1.062836148345680818589101342
14298748,1.062836148345680818589101342
14298770,1.062836148345680818589101342
14298792,1.062836148345680818589101342
14298814,1.062836222574333638559665246
14298836,1.062836222574333638559665246
14298858,1.062836222574333638559665246
14298880,1.062836257259889281172551634
14298902,1.062836257259889281172551634
14298924,1.062836257259889281172551634
14298946,1.062836257259889281172551634
14298968,1.062836257259889281172551634
14298990,1.062836257259889281172551634
14299012,1.062836257259889281172551634
14299034,1.062836257259889281172551634
14299056,1.062836250643516031018392509
14299078,1.062836381820095436889489246
14299100,1.062836381820095436889489246
14299122,1.062836381820095436889489246
14299144,1.062836381820095436889489246
14299166,1.062836381820095436889489246
14299188,1.062836381820095436889489246
14299210,1.062836381820095436889489246
14299232,1.062835824657749473927021749
14299254,1.062835824657749473927021749
14299276,1.062835824657749473927021749
14299298,1.062835824657749473927021749
14299320,1.062835902186429223774983327
14299342,1.062836110650685953873156606
14299364,1.062835081440974295390942157
14299386,1.062835191477770313781311591
14299408,1.062835191477770313781311591
14299430,1.062835191477770313781311591
14299452,1.062835191477770313781311591
14299474,1.062835212335062234035780634
14299496,1.062835212335062234035780634
14299518,1.062835208158088375110821169
14299540,1.062835208158088375110821169
14299562,1.062835208158088375110821169
14299584,1.062835208158088375110821169
14299606,1.062835208158088375110821169
14299628,1.062834991686283503607943035
14299650,1.062835406713223659997680179
14299672,1.062835545992647323771791789
14299694,1.062835545992647323771791789
14299716,1.062835545992647323771791789
14299738,1.062835545992647323771791789
14299760,1.062835545992647323771791789
14299782,1.062835886842089528942773634
14299804,1.062836764815295302481746050
14299826,1.062836903143270477192992985
14299848,1.062837291928164109054291459
14299870,1.062837291928164109054291459
14299892,1.062837291928164109054291459
14299914,1.062837232234517981839414806
14299936,1.062837232234517981839414806
14299958,1.062837301414521096274911978
14299980,1.062837690205762530126056882
14300002,1.062837690205762530126056882
14300024,1.062837838052556889715119104
14300046,1.062837838052556889715119104
14300068,1.062837838052556889715119104
14300090,1.062837838052556889715119104
14300112,1.062837838052556889715119104
14300134,1.062837838052556889715119104
14300156,1.062837838052556889715119104
14300178,1.062837929937433168641929801
14300200,1.062837929937433168641929801
14300222,1.062837929937433168641929801
14300244,1.062837929937433168641929801
14300266,1.062830994851831281378702554
14300288,1.062830994851831281378702554
14300310,1.062830994851831281378702554
14300332,1.062830994851831281378702554
14300354,1.062830994851831281378702554
14300376,1.062831011500086699370854092
14300398,1.062831018283000472162489117
14300420,1.062831018283000472162489117
14300442,1.062831018283000472162489117
14300464,1.062831018283000472162489117
14300486,1.062833926272912418647337883
14300508,1.062833929911746875368679353
14300530,1.062833929911746875368679353
14300552,1.062833929911746875368679353
14300574,1.062833929911746875368679353
14300596,1.062834188156569947579555345
14300618,1.062834188156569947579555345
14300640,1.062834188156569947579555345
14300662,1.062834188156569947579555345
14300684,1.062834188156569947579555345
14300706,1.062834899014150597693268957
14300728,1.062838367692496991389966506
14300750,1.062838367692496991389966506
